Overall Satisfaction,Attribute 00,Attribute 01,Attribute 02,Attribute 03,Attribute 04,Attribute 05,Attribute 06,Attribute 07,Attribute 08,Attribute 09,Attribute 10,Attribute 11,Attribute 12,Attribute 13,Attribute 14,Attribute 15,Attribute 16,Attribute 17,Attribute 18,Attribute 19,Weight
8,8,8,8,9,7,7,9,8,8,8,7,7,7,8,6,8,7,8,8,7,0.714190403
8,8,10,8,10,8,8,8,8,8,8,8,6,8,9,6,8,5,8,8,8,0.394340262
7,7,7,7,10,9,9,9,8,7,8,8,8,8,7,7,8,5,8,8,4,0.42934179
7,7,8,8,10,,,,,,,,,,,,,,,,,0.642434569
10,10,10,10,10,10,10,10,10,7,7,10,10,10,10,4,10,10,10,10,7,0.678693031
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,5,0.017735348
6,6,6,6,7,,,,,,,,,,,,,,,,,0.595903195
8,9,9,9,9,8,9,8,8,8,8,8,8,8,8,8,8,6,8,9,6,0.074650185
7,7,8,7,9,7,7,7,7,6,7,7,5,7,5,7,8,7,8,8,6,0.608362402
8,8,7,8,9,7,7,8,6,6,6,6,6,6,7,2,6,7,6,6,6,0.976168895
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.931352362
9,9,9,8,10,9,9,9,9,9,9,9,9,9,9,9,9,4,9,9,4,0.866422586
9,9,9,9,10,8,8,10,10,9,9,9,7,8,8,8,8,6,8,8,6,0.577871914
8,8,8,8,9,8,9,9,7,8,8,8,8,8,9,8,8,7,8,8,8,0.32875473
7,7,7,5,8,6,7,7,6,7,6,6,6,6,4,7,6,7,6,6,6,0.173068943
8,8,8,8,8,8,8,8,8,8,8,8,6,8,6,8,8,5,8,8,5,0.404220628
8,8,9,7,9,8,9,10,8,8,9,8,8,7,9,6,7,7,8,9,8,0.306022724
8,8,8,8,7,8,8,8,8,8,8,8,8,8,10,8,8,8,8,8,8,0.510724896
6,7,7,7,10,6,9,9,9,9,9,9,7,9,9,9,9,7,9,9,7,0.727248965
8,9,8,7,10,8,10,10,10,5,7,8,6,9,8,7,10,7,8,9,7,0.051176003
8,9,9,9,10,9,9,10,10,10,9,9,3,3,9,9,9,7,9,9,8,0.497668221
9,9,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,9,10,10,10,0.157694052
7,6,6,5,6,,,,,,,,,,,,,,,,,0.934500339
8,8,8,7,9,8,7,8,8,7,7,7,7,7,8,7,9,9,8,8,9,0.28921966
8,8,8,8,10,8,9,9,8,8,8,8,7,8,8,8,9,9,8,8,9,0.36069114
5,5,6,6,6,6,6,6,6,5,6,6,6,6,6,3,5,5,6,6,6,0.770936098
6,7,6,5,9,6,8,8,7,7,7,6,6,7,6,4,6,6,7,7,5,0.856364174
8,10,10,8,10,7,10,10,10,8,10,10,7,7,8,7,9,6,7,9,6,0.027299709
8,8,8,8,10,7,10,10,9,9,9,9,8,9,9,8,9,7,6,7,7,0.26690644
10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,5,10,10,8,0.878643818
6,6,6,4,10,,,,,,,,,,,,,,,,,0.321646563
9,9,9,9,10,10,10,10,10,10,10,10,10,9,10,9,10,9,9,9,9,0.745979641
7,8,9,7,9,9,9,9,9,8,9,8,7,8,8,8,9,8,9,9,8,0.938144688
8,8,9,7,9,7,7,8,7,4,6,6,5,6,8,5,8,7,7,7,7,0.848494582
5,5,5,3,5,7,7,7,8,4,4,5,4,7,6,6,8,5,6,6,5,0.526968206
8,9,9,8,9,9,9,9,9,8,9,9,9,9,9,9,9,7,9,9,7,0.795333644
8,8,8,7,9,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,0.099282187
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.14089553
8,8,8,7,10,8,8,9,9,7,8,8,7,8,10,9,10,8,8,8,8,0.055253041
8,8,8,7,10,8,8,7,8,9,8,8,8,9,8,9,9,7,8,9,8,0.110793912
7,6,8,5,8,7,7,7,7,6,7,5,6,6,7,7,7,8,7,7,8,0.990193762
7,7,8,8,9,7,7,7,7,5,5,7,7,7,7,7,8,8,8,7,8,0.069966937
7,7,7,7,8,7,8,7,7,6,6,6,7,7,7,7,7,5,7,7,5,0.385925571
8,8,8,7,10,8,8,9,9,6,7,8,8,7,8,8,9,5,9,9,8,0.046362051
8,8,9,8,10,8,9,8,8,9,9,9,9,9,9,9,8,9,9,9,8,0.707389041
7,9,9,9,10,8,9,9,9,5,5,6,9,9,9,9,9,9,9,9,9,0.703270083
10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,,10,10,5,0.134554491
7,7,10,8,10,8,8,9,9,7,7,7,9,9,8,7,8,7,8,8,5,0.747050193
8,8,9,8,9,8,8,9,8,7,8,8,7,8,8,8,8,6,8,7,5,0.276178865
10,10,10,10,10,10,9,9,10,8,8,8,9,7,10,10,10,10,10,10,10,0.822121563
10,10,10,10,10,,,,,,,,,,,,,,,,,0.882719251
7,6,6,6,10,7,7,7,7,7,7,7,7,7,7,8,8,5,8,7,6,0.090715058
6,7,9,2,10,10,10,10,10,8,9,,10,10,8,10,10,5,10,9,8,0.455279705
7,7,9,7,10,7,10,10,9,9,9,8,9,9,10,10,10,5,8,7,5,0.98906856
8,8,7,7,9,7,7,7,8,5,7,7,7,8,6,7,8,7,8,7,6,0.137546003
8,8,8,6,10,7,7,8,8,8,8,8,8,8,8,5,8,7,7,7,6,0.545927626
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,0.114542492
4,4,4,5,2,4,4,5,7,7,4,4,2,4,5,4,3,4,4,3,4,0.783564629
9,7,8,8,10,9,7,9,9,6,8,7,5,7,9,8,8,5,9,9,5,0.498475814
8,8,8,7,10,,,,,,,,,,,,,,,,,0.484636015
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.2492152
9,9,9,9,10,9,10,10,10,7,9,9,8,9,10,8,9,8,9,8,7,0.168453812
7,6,10,9,10,6,8,10,10,10,10,10,5,8,8,8,9,2,8,8,2,0.377577781
10,10,10,10,10,9,10,10,10,7,10,10,10,10,10,10,10,7,10,7,7,0.924264304
7,7,8,8,9,8,10,10,9,7,9,9,8,9,8,6,9,7,7,7,7,0.724657993
8,8,8,8,10,8,9,9,8,8,8,8,7,9,9,9,8,7,9,8,5,0.554856559
8,8,8,4,10,9,9,9,8,5,7,,7,7,10,8,8,4,8,8,4,0.924345127
10,10,10,7,10,,,,,,,,,,,,,,,,,0.932216302
8,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,9,8,9,9,8,0.008992366
9,9,9,8,10,9,9,10,9,9,9,9,8,8,8,8,8,8,8,9,8,0.156207974
9,9,9,8,9,,,,,,,,,,,,,,,,,0.613885376
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.797424835
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.36669219
5,4,4,6,8,,,,,,,,,,,,,,,,,0.843937436
8,8,8,8,9,9,9,9,8,6,6,8,10,8,10,6,7,8,8,9,8,0.655241328
10,10,10,10,10,10,9,10,10,6,8,8,9,8,10,8,10,8,9,10,5,0.015953382
8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,6,8,5,8,8,5,0.195195556
8,8,9,9,10,,,,,,,,,,,,,,,,,0.916894973
7,7,8,6,10,6,6,6,6,5,6,6,8,8,6,5,7,4,6,8,4,0.5459645
6,6,7,5,9,7,7,9,9,8,8,7,7,8,6,5,7,4,5,7,4,0.564515615
8,8,9,9,8,9,9,9,9,8,8,8,8,7,9,9,9,8,8,8,8,0.581008317
9,8,8,7,10,,,,,,,,,,,,,,,,,0.391810389
7,6,8,6,10,8,8,8,8,5,8,7,7,8,5,8,8,4,8,8,3,0.933676182
9,9,9,8,10,10,10,8,8,7,8,8,7,9,9,5,9,7,8,8,7,0.325862716
8,8,8,7,9,8,8,8,8,8,8,8,9,9,8,7,8,6,8,8,8,0.753102551
8,8,8,7,9,8,9,9,9,8,8,8,8,8,9,8,8,8,8,8,7,0.360823409
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.045505803
8,8,9,8,10,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.260888957
8,8,8,8,9,8,8,8,8,7,8,8,7,7,6,8,8,7,8,8,8,0.652436857
8,8,8,8,9,8,8,8,8,9,9,8,8,8,9,9,8,7,7,8,7,0.177365209
8,8,10,10,10,8,9,8,8,8,8,8,8,8,6,7,7,5,8,9,7,0.917414923
9,9,9,8,10,10,9,10,9,9,9,9,9,9,9,9,9,8,9,9,8,0.642030351
8,8,8,8,10,,,,,,,,,,,,,,,,,0.53652047
10,8,8,8,10,8,8,8,8,6,8,8,8,8,8,6,8,8,8,8,8,0.564249762
8,8,8,8,10,,,,,,,,,,,,,,,,,0.864992189
9,9,9,8,10,9,9,9,9,8,9,9,7,9,9,9,9,9,9,9,8,0.000229322
7,7,7,8,10,8,9,9,9,5,6,7,5,7,4,7,8,6,8,8,6,0.09102698
8,8,9,8,9,8,7,7,8,7,8,7,6,7,5,9,9,6,8,7,7,0.342752726
8,9,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,10,10,9,0.668635234
3,4,5,6,7,,,,,,,,,,,,,,,,,0.429298892
8,8,6,4,10,8,8,9,9,7,7,8,7,8,8,6,7,6,4,4,6,0.332337895
9,9,9,7,10,9,9,9,9,9,9,9,9,7,9,9,9,9,9,9,9,0.233749541
6,6,6,6,8,8,8,8,,8,8,8,8,8,8,8,7,7,,8,8,0.716570613
9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,9,0.76836185
10,10,10,9,10,10,10,10,10,10,10,10,9,10,10,10,10,9,10,10,10,0.605496588
7,7,8,7,9,9,8,9,10,8,8,9,7,7,8,9,8,1,8,9,5,0.960282081
7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0.22184817
9,8,8,9,10,8,8,8,5,5,7,6,8,8,8,8,8,8,8,8,8,0.969787343
7,7,8,7,9,7,8,8,7,5,6,6,7,7,6,5,7,7,8,7,7,0.065499742
6,5,6,6,5,6,6,6,6,5,6,6,5,6,5,6,6,5,5,5,5,0.173978146
8,8,9,8,10,9,9,10,9,9,9,9,8,9,9,8,10,9,9,9,9,0.928794634
8,8,8,8,8,9,10,8,8,8,8,8,7,8,8,8,8,7,8,10,8,0.802361812
6,6,6,7,9,,,,,,,,,,,,,,,,,0.74659023
7,8,9,7,10,8,8,9,8,7,7,7,8,8,8,8,8,8,8,8,7,0.774887905
4,5,5,4,6,5,5,5,6,4,5,5,5,5,5,5,5,2,5,5,3,0.816477079
8,8,8,7,9,8,8,9,9,7,7,7,7,8,6,8,8,8,8,8,7,0.906108434
8,8,8,8,10,7,7,7,7,7,7,7,6,7,7,7,7,6,7,7,7,0.013639037
8,8,9,9,9,9,9,9,9,9,9,9,8,9,9,8,9,9,9,9,9,0.712789728
10,10,10,9,10,10,9,10,10,8,9,9,9,10,9,9,10,10,10,10,10,0.81953813
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.28642121
9,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,8,9,10,8,0.39991089
9,9,9,9,10,10,9,9,9,8,8,8,8,10,10,10,10,5,8,10,5,0.032502574
9,9,9,9,10,8,8,9,9,7,,8,9,9,9,9,9,7,8,8,7,0.3054813
7,7,8,8,10,,,,,,,,,,,,,,,,,0.891790397
6,6,7,6,9,7,8,9,8,4,6,7,9,6,10,8,8,5,6,7,4,0.462690956
6,4,5,1,7,,,,,,,,,,,,,,,,,0.470012593
9,9,9,7,9,9,9,9,9,9,9,9,8,8,7,7,9,8,8,8,8,0.305143028
9,8,7,9,10,,,,,,,,,,,,,,,,,0.973295955
9,9,9,9,10,10,10,10,9,9,9,10,9,9,9,9,10,8,9,9,9,0.343712448
7,8,9,8,10,5,8,9,9,8,7,8,6,8,8,8,8,5,7,5,6,0.775886079
10,9,9,8,10,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,8,0.800369639
7,8,9,10,10,7,9,9,8,6,7,7,8,8,8,5,8,8,8,8,8,0.197844175
7,8,8,5,9,8,7,8,8,7,7,7,8,8,7,7,7,5,8,8,7,0.006631854
9,10,9,9,10,8,6,9,8,9,9,9,9,9,8,10,10,7,8,9,8,0.876406347
7,9,9,7,8,9,9,8,8,8,8,8,10,9,9,9,10,7,10,9,9,0.138800779
6,6,6,7,8,6,6,8,8,5,5,5,7,6,6,8,7,4,7,6,4,0.908859577
7,7,8,7,7,8,8,10,8,7,8,7,8,8,7,8,9,6,7,7,6,0.560852956
5,5,6,6,8,7,7,7,7,6,7,6,6,7,8,8,8,4,5,6,3,0.955565286
7,7,7,7,7,,,,,,,,,,,,,,,,,0.397871443
8,8,8,8,9,8,8,8,8,7,7,7,8,7,7,6,8,5,7,7,6,0.064977803
7,7,7,6,10,6,,,10,7,7,7,7,7,7,8,10,7,,,7,0.876832144
6,6,5,6,7,,,,,,,,,,,,,,,,,0.562698819
8,8,10,8,10,8,8,8,8,6,7,7,8,8,4,8,8,8,8,9,8,0.030163166
9,7,8,8,9,,,,,,,,,,,,,,,,,0.267159599
9,9,8,7,10,8,9,9,9,7,8,8,8,9,9,7,9,7,8,9,7,0.711677422
7,7,8,5,8,6,8,8,7,4,7,6,4,6,8,6,8,1,5,7,1,0.638786023
8,8,8,7,9,,,,,,,,,,,,,,,,,0.907689051
8,8,8,6,7,8,9,9,9,6,7,7,7,8,7,6,9,7,9,8,8,0.42217601
8,8,8,8,9,8,7,8,8,7,8,8,8,8,7,8,8,8,8,8,8,0.533468939
10,10,10,5,10,10,10,10,10,4,5,7,7,10,10,10,10,8,10,10,10,0.753548056
8,8,8,8,10,8,9,10,9,7,7,7,8,8,8,6,8,10,9,8,10,0.204123466
8,9,9,8,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0.050436903
6,6,6,6,8,6,6,7,7,6,6,6,5,6,7,7,6,5,6,6,4,0.876561654
8,8,8,6,10,8,8,8,9,8,8,9,8,8,9,8,8,6,8,8,6,0.907708939
8,8,8,7,10,7,8,6,9,7,8,7,7,7,5,7,7,7,7,8,6,0.730675108
4,5,6,6,10,5,6,7,9,6,6,6,8,8,8,4,8,5,6,8,6,0.609437838
7,7,8,6,10,7,7,8,9,8,8,8,8,8,7,8,9,8,9,9,8,0.909858596
8,8,8,8,10,10,10,10,10,9,6,8,10,10,9,4,10,10,10,10,10,0.758029139
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.989204089
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,9,0.205552804
5,5,5,4,9,5,7,7,7,7,6,6,6,7,7,7,7,3,4,5,3,0.022022281
9,9,9,10,10,9,8,9,9,8,8,8,9,9,10,10,9,10,10,9,10,0.4080814
7,7,7,5,7,6,7,7,7,5,6,6,6,6,7,4,6,4,6,6,5,0.817584643
8,8,9,8,10,9,9,9,8,5,7,8,8,8,9,9,9,8,8,8,8,0.539797923
8,8,8,7,10,7,8,8,8,5,8,8,7,8,7,7,7,6,8,8,4,0.216221156
8,8,9,9,9,8,8,8,8,8,8,8,7,8,8,8,8,7,8,7,8,0.772668639
10,10,10,10,10,10,10,10,10,8,10,10,10,10,6,10,10,7,10,10,7,0.529902385
9,8,9,9,10,9,8,8,8,8,8,8,7,8,7,7,9,7,7,8,7,0.712963861
8,9,10,9,10,10,10,10,10,10,10,10,9,10,9,10,10,10,9,10,10,0.996667396
8,8,8,5,10,9,9,9,9,9,9,9,7,7,3,8,8,7,8,9,8,0.064826282
8,8,8,8,9,7,7,7,8,7,7,6,7,8,8,7,8,7,8,8,8,0.579757918
9,8,9,7,10,9,9,8,9,8,7,6,8,8,9,9,9,8,8,8,6,0.027909603
9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,8,9,9,8,0.84461831
7,7,7,7,10,7,8,8,8,6,6,7,7,8,8,8,8,5,8,8,5,0.717843122
6,7,7,6,10,8,7,8,8,8,5,6,7,7,8,8,8,2,6,8,4,0.550999497
9,9,9,9,10,9,10,10,10,10,9,10,10,9,10,10,10,9,10,10,10,0.401022161
6,6,6,5,8,7,8,8,7,6,6,7,7,8,8,8,8,2,5,5,3,0.797338441
9,9,9,9,9,,,,,,,,,,,,,,,,,0.585870585
7,7,7,4,8,5,7,7,7,6,6,6,6,6,7,5,7,5,6,5,5,0.383035365
6,7,8,7,10,8,9,8,10,5,6,6,8,6,5,8,10,5,8,9,6,0.784169759
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,0.548843489
8,6,5,8,10,9,9,9,8,8,8,8,8,6,8,6,8,8,10,9,10,0.949655046
7,7,8,8,9,8,8,8,8,8,8,8,6,7,8,8,8,8,7,7,8,0.614713682
8,8,9,8,10,,,,,,,,,,,,,,,,,0.887607845
8,8,7,1,9,8,8,6,9,6,6,4,5,5,4,8,8,4,6,10,7,0.06856903
8,8,10,4,10,,,,,,,,,,,,,,,,,0.784584096
7,7,7,7,8,7,8,8,7,5,5,6,7,7,8,7,7,7,7,7,5,0.857286802
7,7,8,7,9,7,6,6,6,6,6,7,7,6,8,8,8,5,6,5,5,0.402883675
8,8,8,7,10,8,8,8,8,8,8,7,9,9,9,9,8,8,8,8,8,0.728696601
8,8,8,10,10,10,8,10,8,6,6,8,8,10,10,10,10,8,10,10,8,0.449989491
10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,7,6,10,10,8,0.052888926
8,8,7,7,9,7,8,8,7,8,8,7,7,7,7,8,7,6,7,8,7,0.575742547
9,9,10,9,10,8,10,10,9,9,9,9,9,10,7,9,10,9,9,9,8,0.286742948
9,9,10,10,10,10,10,10,10,10,10,9,9,10,10,10,10,5,10,10,7,0.412989928
7,6,7,5,10,7,6,7,7,5,6,6,6,7,7,4,7,7,7,8,7,0.145055485
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,0.687909995
5,5,5,7,9,3,6,7,6,6,7,7,3,7,7,4,5,5,5,3,5,0.898551357
7,7,8,7,9,9,9,9,9,9,9,9,8,8,7,8,9,,9,9,9,0.703942552
6,6,6,7,7,7,7,7,7,7,7,7,6,7,7,6,6,7,7,7,6,0.666394934
9,9,8,8,9,9,9,9,10,9,8,8,8,9,9,9,9,8,9,9,9,0.375392053
7,7,8,8,10,8,7,8,8,7,7,7,6,8,8,7,5,6,8,8,6,0.776650936
7,7,7,8,10,6,7,7,7,6,6,6,6,6,6,6,6,6,7,6,7,0.473665022
7,8,8,8,9,8,9,9,9,8,7,9,5,7,8,8,9,5,7,9,6,0.399184983
8,8,8,8,8,,,,,,,,,,,,,,,,,0.579642455
8,8,9,8,10,9,9,9,9,8,8,9,9,9,9,9,9,9,9,8,9,0.482441259
8,8,8,8,9,8,8,9,8,8,8,8,8,8,8,8,8,5,7,8,4,0.713503505
7,7,7,7,9,7,8,8,7,7,7,7,6,7,7,5,8,7,7,7,7,0.741981444
8,8,8,7,9,9,7,7,8,5,6,6,4,8,6,8,9,6,7,7,6,0.340940654
8,8,8,8,8,8,8,8,8,7,8,8,9,8,8,8,8,5,8,8,5,0.917862843
9,9,10,10,10,,,,,,,,,,,,,,,,,0.982622746
5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,3,5,5,4,0.014285819
8,8,8,9,10,10,10,10,10,8,7,10,8,8,9,10,8,5,10,10,7,0.545917358
6,6,6,5,6,6,6,7,7,7,7,7,5,5,5,6,6,7,6,6,6,0.34982897
8,8,8,7,10,7,7,9,8,7,6,6,6,6,7,7,8,7,8,8,7,0.761209355
4,5,8,5,10,8,9,9,8,1,3,5,5,6,8,4,8,2,5,8,5,0.563327647
8,8,9,8,9,8,,8,8,8,8,8,8,9,9,9,9,4,8,8,5,0.745680739
7,8,9,8,9,8,8,8,8,8,8,8,8,8,8,8,8,6,8,8,6,0.554716481
9,9,9,8,10,8,9,10,10,8,7,7,8,9,9,10,10,7,8,10,7,0.385613021
5,5,6,5,6,5,5,6,6,5,5,5,5,5,5,4,5,6,6,6,6,0.908174771
8,8,8,8,9,8,8,8,8,7,7,7,8,8,8,6,8,8,8,8,8,0.457094698
9,9,9,8,9,9,9,9,9,9,9,9,8,9,9,9,9,7,8,8,6,0.580595223
7,7,7,7,8,8,7,8,8,7,7,8,8,8,7,8,7,8,7,7,7,0.877754723
9,9,9,9,10,9,9,9,10,10,10,10,9,9,10,10,10,9,9,9,9,0.491506163
9,9,9,9,10,9,10,10,9,8,9,9,9,10,10,8,9,7,9,9,9,0.454832139
7,7,7,7,9,7,8,8,8,8,8,8,7,8,8,8,8,6,7,7,6,0.21195792
8,9,9,8,9,8,9,9,9,7,7,7,7,9,9,8,9,7,9,9,9,0.42577443
9,8,8,9,9,7,7,7,7,7,8,8,7,8,8,8,8,5,5,7,5,0.794208863
8,8,8,6,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.861196225
8,9,9,10,10,10,10,10,10,7,10,10,8,10,10,10,10,5,10,10,7,0.228504626
10,10,10,8,10,8,10,10,10,10,10,10,10,10,10,10,10,8,10,10,8,0.581649106
8,8,8,8,8,8,8,8,9,6,8,8,8,8,8,8,8,8,8,8,7,0.777120156
6,6,6,6,10,8,10,9,9,8,5,7,8,8,9,8,9,7,9,9,9,0.896467543
8,8,8,8,10,8,8,8,10,10,8,8,8,8,10,8,10,10,8,8,10,0.989882487
9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,0.957622535
8,7,8,8,10,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,9,0.872284305
9,9,10,9,9,10,9,9,9,8,9,9,9,10,10,9,10,10,9,9,9,0.398939288
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,0.982139511
5,5,6,6,9,6,6,6,7,6,8,8,7,8,8,8,8,1,5,6,3,0.628218368
7,8,8,6,7,8,8,8,9,8,9,8,7,9,10,10,9,6,9,7,6,0.171540782
8,8,8,6,8,8,8,9,9,8,8,8,8,9,8,9,9,5,9,9,5,0.42011372
7,7,8,7,9,8,8,8,8,8,8,8,8,8,8,8,9,6,8,8,7,0.829920157
7,7,7,8,10,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0.38804426
9,8,9,7,10,8,9,8,8,8,8,8,7,7,7,9,9,9,9,9,9,0.325257792
9,10,10,9,10,9,9,9,9,9,9,9,9,9,10,10,9,5,7,7,5,0.875246487
9,9,9,7,9,7,7,8,10,8,8,8,8,8,8,9,8,8,8,7,,0.809764981
7,7,7,7,8,7,8,8,7,7,7,8,7,7,7,7,7,7,7,7,8,0.012827464
8,8,9,9,10,,,,,,,,,,,,,,,,,0.17996659
10,10,10,10,10,9,10,9,10,10,9,9,9,9,9,9,10,9,10,10,9,0.971611797
8,8,8,8,9,8,9,9,,6,7,8,5,6,9,8,8,4,7,7,5,0.488043283
9,8,9,10,10,9,10,10,10,9,9,10,8,8,9,10,10,10,10,10,7,0.120089111
8,8,8,8,10,7,10,10,10,9,10,9,9,10,10,9,10,8,9,10,8,0.609921726
8,6,7,7,8,8,8,8,8,7,7,7,7,8,6,8,8,6,8,8,7,0.963228848
10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,9,9,10,9,0.728515346
6,6,8,8,10,5,8,8,8,6,6,6,6,8,9,9,9,5,7,8,6,0.558194281
9,9,8,8,10,8,8,9,8,8,8,8,8,8,8,8,8,8,9,9,5,0.690770603
8,8,8,8,8,7,8,9,8,7,7,8,4,7,8,5,8,5,8,8,5,0.377205184
9,9,9,9,10,8,8,8,7,5,5,7,8,8,8,7,7,8,7,7,8,0.801262217
8,8,10,8,10,10,10,10,10,10,10,10,8,10,7,7,10,10,7,10,7,0.703044334
6,6,6,6,8,7,7,7,8,7,7,7,6,7,7,6,8,6,7,7,6,0.748090354
8,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,0.287669116
9,9,6,7,10,8,9,9,9,9,9,9,9,9,9,9,9,8,7,9,8,0.715064452
8,8,8,8,8,8,8,8,8,6,8,8,8,8,8,8,8,2,7,7,2,0.892166589
7,8,8,9,10,9,9,9,9,8,9,9,10,9,9,8,9,6,9,9,6,0.372409292
8,5,8,8,10,7,8,9,9,8,8,9,9,8,8,8,5,8,8,8,8,0.252134886
9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,0.25925694
7,7,7,1,9,8,10,9,9,9,9,7,6,9,8,9,7,8,9,8,9,0.974368442
8,8,8,8,10,7,7,9,8,8,8,8,6,8,7,8,8,5,7,7,5,0.81408152
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.276565929
8,8,8,7,9,8,7,7,8,8,8,,7,8,8,8,,5,6,8,7,0.388578306
7,7,7,8,9,6,6,7,9,7,7,8,5,7,6,4,7,5,6,7,5,0.712062911
8,9,9,8,10,9,9,9,9,8,8,8,9,9,9,8,8,8,9,9,8,0.266843282
8,8,8,8,8,6,6,6,6,7,8,8,6,8,8,5,8,7,8,8,6,0.028397147
9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.006313969
9,9,10,10,10,8,8,8,8,8,8,8,4,9,9,9,9,9,8,8,7,0.017443391
9,9,9,9,10,8,8,9,9,8,8,8,8,9,5,8,8,7,8,8,7,0.109819421
8,7,8,7,10,6,9,9,8,7,6,6,8,8,8,8,8,7,6,7,7,0.399057949
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.28817513
10,10,10,10,10,10,10,10,10,10,8,9,8,10,8,10,10,8,10,10,8,0.443530129
8,8,,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.608003178
5,5,3,5,5,4,7,6,6,6,6,6,6,5,6,3,4,4,6,6,4,0.696850334
7,7,5,7,1,6,8,8,5,5,6,7,7,7,6,7,6,,5,6,4,0.082113895
9,9,9,10,10,9,10,10,10,9,9,9,10,10,9,9,10,10,10,10,10,0.300205962
5,5,5,9,9,7,6,9,9,6,6,5,7,5,8,8,9,3,7,9,5,0.746055272
7,8,8,7,8,7,7,6,7,6,7,6,6,6,7,7,7,8,7,8,8,0.791319279
8,8,8,8,8,8,8,8,8,8,8,8,7,7,8,8,8,6,7,8,8,0.385557386
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0.84118892
9,9,9,9,9,9,10,9,8,8,8,9,8,8,7,8,9,5,9,9,5,0.249281013
6,6,6,5,8,7,7,7,7,5,,6,7,7,7,7,7,7,7,7,7,0.378499449
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0.505926901
9,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,9,10,10,9,0.146432873
7,7,,7,10,7,7,7,7,7,7,7,,7,7,7,7,6,7,7,,0.414153177
7,7,8,7,9,8,9,9,9,7,8,8,7,8,8,8,8,7,8,8,7,0.657202244
9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0.276110276
5,5,7,5,5,8,7,9,8,3,4,5,3,6,1,8,7,3,7,7,3,0.427648647
9,10,8,9,9,,,,,,,,,,,,,,,,,0.690940948
8,8,8,9,10,8,8,8,10,8,7,9,8,8,9,9,9,7,8,8,8,0.096166461
7,7,7,7,9,7,8,9,7,7,7,8,7,7,7,7,7,7,7,7,6,0.592309475
5,7,5,7,7,6,6,9,8,6,4,5,7,8,8,8,8,3,6,5,5,0.594759223
